11:29:46:479 -> ����� Round:859
11:29:46:479 -> Serial, Testing, Round:860
11:30:03:023 -> Serial, Testing, Round:7437
11:30:03:026 -> Serial, Testing, Round:7438
11:30:03:028 -> Serial, Testing, Round:7439
11:30:03:031 -> Serial, Testing, Round:7440
11:30:03:034 -> Serial, Testing, Round:7441
11:30:03:037 -> Serial, Testing, Round:7442
11:30:03:040 -> Serial, Testing, Round:7443
11:30:03:040 -> Serial, Testing, Round:7444
11:30:03:042 -> Serial, Testing, Round:7445
11:30:03:045 -> Serial, Testing, Round:7446
11:30:03:048 -> Serial, Testing, Round:7447
11:30:03:051 -> Serial, Testing, Round:7448
11:30:03:054 -> Serial, Testing, Round:7449
11:30:03:056 -> Serial, Testing, Round:7450
11:30:03:059 -> Serial, Testing, Round:7451
11:30:03:062 -> Serial, Testing, Round:7452
11:30:03:065 -> Serial, Testing, Round:7453
11:30:03:065 -> Serial, Testing, Round:7454
11:30:03:067 -> Serial, Testing, Round:7455
11:30:03:070 -> Serial, Testing, Round:7456
11:30:03:073 -> Serial, Testing, Round:7457
11:30:03:076 -> Serial, Testing, Round:7458
11:30:03:079 -> Serial, Testing, Round:7459
11:30:03:081 -> Serial, Testing, Round:7460
11:30:03:084 -> Serial, Testing, Round:7461
11:30:03:087 -> Serial, Testing, Round:7462
11:30:03:090 -> Serial, Testing, Round:7463
11:30:03:092 -> Serial, Testing, Round:7464
11:30:03:092 -> Serial, Testing, Round:7465
11:30:03:095 -> Serial, Testing, Round:7466
11:30:03:098 -> Serial, Testing, Round:7467
11:30:03:101 -> Serial, Testing, Round:7468
11:30:03:104 -> Serial, Testing, Round:7469
11:30:03:107 -> Serial, Testing, Round:7470
11:30:03:110 -> Serial, Testing, Round:7471
11:30:03:112 -> Serial, Testing, Round:7472
11:30:03:115 -> Serial, Testing, Round:7473
11:30:03:118 -> Serial, Testing, Round:7474
11:30:03:121 -> Serial, Testing, Round:7475
11:30:03:121 -> Serial, Testing, Round:7476
11:30:03:124 -> Serial, Testing, Round:7477
11:30:03:126 -> Serial, Testing, Round:7478
11:30:03:129 -> Serial, Testing, Round:7479
11:30:03:132 -> Serial, Testing, Round:7480
11:30:03:134 -> Serial, Testing, Round:7481
11:30:03:138 -> Serial, Testing, Round:7482
11:30:03:140 -> Serial, Testing, Round:7483
11:30:03:142 -> Serial, Testing, Round:7484
11:30:03:145 -> Serial, Testing, Round:7485
11:30:03:145 -> Serial, Testing, Round:7486
11:30:03:148 -> Serial, Testing, Round:7487
11:30:03:151 -> Serial, Testing, Round:7488
11:30:03:155 -> Serial, Testing, Round:7489
11:30:03:156 -> Serial, Testing, Round:7490
11:30:03:159 -> Serial, Testing, Round:7491
11:30:03:162 -> Serial, Testing, Round:7492
11:30:03:165 -> Serial, Testing, Round:7493
11:30:03:167 -> Serial, Testing, Round:7494
11:30:03:170 -> Serial, Testing, Round:7495
11:30:03:173 -> Serial, Testing, Round:7496
11:30:03:173 -> Serial, Testing, Round:7497
11:30:03:176 -> Serial, Testing, Round:7498
11:30:03:179 -> Serial, Testing, Round:7499
11:30:03:181 -> Serial, Testing, Round:7500
11:30:03:184 -> Serial, Testing, Round:7501
11:30:03:187 -> Serial, Testing, Round:7502
11:30:03:190 -> Serial, Testing, Round:7503
11:30:03:192 -> Serial, Testing, Round:7504
11:30:03:195 -> Serial, Testing, Round:7505
11:30:03:198 -> Serial, Testing, Round:7506
11:30:03:201 -> Serial, Testing, Round:7507
11:30:03:201 -> Serial, Testing, Round:7508
11:30:03:203 -> Serial, Testing, Round:7509
11:30:03:206 -> Serial, Testing, Round:7510
11:30:03:209 -> Serial, Testing, Round:7511
11:30:03:212 -> Serial, Testing, Round:7512
11:30:03:214 -> Serial, Testing, Round:7513
11:30:03:217 -> Serial, Testing, Round:7514
11:30:03:220 -> Serial, Testing, Round:7
11:30:03:226 -> Serial, Testing, Round:7517
11:30:03:226 -> S515
11:30:03:223 -> Serial, Testing, Round:7516erial, Testing, Round:7518
11:30:03:228 -> Serial, Testing, Round:7519
11:30:03:231 -> Serial, Testing, Round:7520
11:30:03:234 -> Serial, Testing, Round:7521
11:30:03:237 -> Serial, Testing, Round:7522
11:30:03:239 -> Serial, Testing, Round:7523
11:30:03:242 -> Serial, Testing, Round:7524
11:30:03:245 -> Serial, Testing, Round:7525
11:30:03:248 -> Serial, Testing, Round:7526
11:30:03:251 -> Serial, Testing, Round:7527
11:30:03:254 -> Serial, Testing, Round:7528
11:30:03:254 -> Serial, Testing, Round:7529
11:30:03:256 -> Serial, Testing, Round:7530
11:30:03:259 -> Serial, Testing, Round:7531
11:30:03:262 -> Serial, Testing, Round:7532
11:30:03:265 -> Serial, Testing, Round:7533
11:30:03:267 -> Serial, Testing, Round:7534
11:30:03:270 -> Serial, Testing, Round:7535
11:30:03:273 -> Serial, Testing, Round:7536
11:30:03:276 -> Serial, Testing, Round:7537
11:30:03:278 -> Serial, Testing, Round:7538
11:30:03:282 -> Serial, Testing, Round:7539
11:30:03:282 -> Serial, Testing, Round:7540
11:30:03:284 -> Serial, Testing, Round:7541
11:30:03:287 -> Serial, Testing, Round:7542
11:30:03:289 -> Serial, Testing, Round:7543
11:30:03:292 -> Serial, Testing, Round:7544
11:30:03:295 -> Serial, Testing, Round:7545
11:30:03:298 -> Serial, Testing, Round:7546
11:30:03:301 -> Serial, Testing, Round:7547
11:30:03:304 -> Serial, Testing, Round:7548
11:30:03:306 -> Serial, Testing, Round:7549
11:30:03:306 -> Serial, Testing, Round:7550
11:30:03:309 -> Serial, Testing, Round:7551
11:30:03:312 -> Serial, Testing, Round:7552
11:30:03:314 -> Serial, Testing, Round:7553
11:30:03:317 -> Serial, Testing, Round:7554
11:30:03:320 -> Serial, Testing, Round:7555
11:30:03:323 -> Serial, Testing, Round:7556
11:30:03:326 -> Serial, Testing, Round:7557
11:30:03:329 -> Serial, Testing, Round:7558
11:30:03:331 -> Serial, Testing, Round:7559
11:30:03:334 -> Serial, Testing, Round:7560
11:30:03:334 -> Serial, Testing, Round:7561
11:30:03:337 -> Serial, Testing, Round:7562
11:30:03:340 -> Serial, Testing, Round:7563
11:30:03:342 -> Serial, Testing, Round:7564
11:30:03:345 -> Serial, Testing, Round:7565
11:30:03:348 -> Serial, Testing, Round:7566
11:30:03:351 -> Serial, Testing, Round:7567
11:30:03:354 -> Serial, Testing, Round:7568
11:30:03:356 -> Serial, Testing, Round:7569
11:30:03:359 -> Serial, Testing, Round:7570
11:30:03:362 -> Serial, Testing, Round:7571
11:30:03:362 -> Serial, Testing, Round:7572
11:30:03:365 -> Serial, Testing, Round:7573
11:30:03:367 -> Serial, Testing, Round:7574
11:30:03:370 -> Serial, Testing, Round:7575
11:30:03:373 -> Serial, Testing, Round:7576
11:30:03:376 -> Serial, Testing, Round:7577
11:30:03:378 -> Serial, Testing, Round:7578
11:30:03:381 -> Serial, Testing, Round:7579
11:30:03:385 -> Serial, Testing, Round:7580
11:30:03:387 -> Serial, Testing, Round:7581
11:30:03:387 -> Serial, Testing, Round:7582
11:30:03:390 -> Serial, Testing, Round:7583
11:30:03:392 -> Serial, Testing, Round:7584
11:30:03:395 -> Serial, Testing, Round:7585
11:30:03:398 -> Serial, Testing, Round:7586
11:30:03:401 -> Serial, Testing, Round:7587
11:30:03:404 -> Serial, Testing, Round:7588
11:30:03:406 -> Serial, Testing, Round:7589
11:30:03:409 -> Serial, Testing, Round:7590
11:30:03:412 -> Serial, Testing, Round:7591
11:30:03:414 -> Serial, Testing, Round:7592
11:30:03:414 -> Serial, Testing, Round:7593
11:30:03:417 -> Serial, Testing, Round:7594
11:30:03:420 -> Serial, Testing, Round:7595
11:30:03:423 -> Serial, Testing, Round:7596
11:30:03:426 -> Serial, Testing, Round:7597
11:30:03:428 -> Serial, Testing, Round:7598
11:30:03:431 -> Serial, Testing, Round:7599
11:30:03:434 -> Serial, Testing, Round:7600
11:30:03:437 -> Serial, Testing, Round:7601
11:30:03:440 -> Serial, Testing, Round:7602
11:30:03:442 -> Serial, Testing, Round:7603
11:30:03:442 -> Serial, Testing, Round:7604
11:30:03:445 -> Serial, Testing, Round:7605
11:30:03:448 -> Serial, Testing, Round:7606
11:30:03:451 -> Serial, Testing, Round:7607
11:30:03:454 -> Serial, Testing, Round:7608
11:30:03:456 -> Serial, Testing, Round:7609
11:30:03:459 -> Serial, Testing, Round:7610
11:30:03:462 -> Serial, Testing, Round:7611
11:30:03:464 -> Serial, Testing, Round:7612
11:30:03:467 -> Serial, Testing, Round:7613
11:30:03:467 -> Serial, Testing, Round:7614
11:30:03:470 -> Serial, Testing, Round:7615
11:30:03:473 -> Serial, Testing, Round:7616
11:30:03:476 -> Serial, Testing, Round:7617
11:30:03:479 -> Serial, Testing, Round:7618
11:30:03:481 -> Serial, Testing, Round:7619
11:30:03:484 -> Serial, Testing, Round:7620
11:30:03:487 -> Serial, Testing, Round:7621
11:30:03:490 -> Serial, Testing, Round:7622
11:30:03:492 -> Serial, Testing, Round:7623
11:30:03:495 -> Serial, Testing, Round:7624
11:30:03:495 -> Serial, Testing, Round:7625
11:30:03:498 -> Serial, Testing, Round:7626
11:30:03:501 -> Serial, Testing, Round:7627
11:30:03:504 -> Serial, Testing, Round:7628
11:30:03:506 -> Serial, Testing, Round:7629
11:30:03:509 -> Serial, Testing, Round:7630
11:30:03:512 -> Serial, Testing, Round:7631
11:30:03:515 -> Serial, Testing, Round:7632
11:30:03:517 -> Serial, Testing, Round:7633
11:30:03:520 -> Serial, Testing, Round:7634
11:30:03:523 -> Serial, Testing, Round:7635
11:30:03:523 -> Serial, Testing, Round:7636
11:30:03:527 -> Serial, Testing, Round:7637
11:30:03:532 -> Serial, Testing, Round:7638
11:30:03:532 -> Serial, Testing, Round:7639
11:30:03:535 -> Serial, Testing, Round:7640
11:30:03:538 -> Serial, Testing, Round:7641
11:30:03:540 -> Serial, Testing, Round:7642
11:30:03:543 -> Serial, Testing, Round:7643
11:30:03:546 -> Serial, Testing, Round:7644
11:30:03:548 -> Serial, Testing, Round:7645
11:30:03:548 -> Serial, Testing, Round:7646
11:30:03:551 -> Serial, Testing, Round:7647
11:30:03:555 -> Serial, Testing, Round:7648
11:30:03:556 -> Serial, Testing, Round:7649
11:30:03:559 -> Serial, Testing, Round:7650
11:30:03:562 -> Serial, Testing, Round:7651
11:30:03:564 -> Serial, Testing, Round:7652
11:30:03:567 -> Serial, Testing, Round:7653
11:30:03:570 -> Serial, Testing, Round:7654
11:30:03:573 -> Serial, Testing, Round:7655
11:30:03:576 -> Serial, Testing, Round:7656
11:30:03:576 -> Serial, Testing, Round:7657
11:30:03:579 -> Serial, Testing, Round:7658
11:30:03:581 -> Serial, Testing, Round:7659
11:30:03:584 -> Serial, Testing, Round:7660
11:30:03:587 -> Serial, Testing, Round:7661
11:30:03:590 -> Serial, Testing, Round:7662
11:30:03:592 -> Serial, Testing, Round:7663
11:30:03:595 -> Serial, Testing, Round:7664
11:30:03:598 -> Serial, Testing, Round:7665
11:30:03:601 -> Serial, Testing, Round:7666
11:30:03:604 -> Serial, Testing, Round:7667
11:30:03:604 -> Serial, Testing, Round:7668
11:30:03:606 -> Serial, Testing, Round:7669
11:30:03:609 -> Serial, Testing, Round:7670
11:30:03:612 -> Serial, Testing, Round:7671
11:30:03:615 -> Serial, Testing, Round:7672
11:30:03:617 -> Serial, Testing, Round:7673
11:30:03:620 -> Serial, Testing, Round:7674
11:30:03:623 -> Serial, Testing, Round:7675
11:30:03:626 -> Serial, Testing, Round:7676
11:30:03:629 -> Serial, Testing, Round:7677
11:30:03:629 -> Serial, Testing, Round:7678
11:30:03:631 -> Serial, Testing, Round:7679
11:30:03:634 -> Serial, Testing, Round:7680
11:30:03:637 -> Serial, Testing, Round:7681
11:30:03:640 -> Serial, Testing, Round:7682
11:30:03:642 -> Serial, Testing, Round:7683
11:30:03:645 -> Serial, Testing, Round:7684
11:30:03:648 -> Serial, Testing, Round:7685
11:30:03:651 -> Serial, Testing, Round:7686
11:30:03:654 -> Serial, Testing, Round:7687
11:30:03:656 -> Serial, Testing, Round:7688
11:30:03:656 -> Serial, Testing, Round:7689
11:30:03:659 -> Serial, Testing, Round:7690
11:30:03:662 -> Serial, Testing, Round:7691
11:30:03:665 -> Serial, Testing, Round:7692
11:30:03:667 -> Serial, Testing, Round:7693
11:30:03:670 -> Serial, Testing, Round:7694
11:30:03:673 -> Serial, Testing, Round:7695
11:30:03:676 -> Serial, Testing, Round:7696
11:30:03:678 -> Serial, Testing, Round:7697
11:30:03:682 -> Serial, Testing, Round:7698
11:30:03:684 -> Serial, Testing, Round:7699
11:30:03:684 -> Serial, Testing, Round:7700
11:30:03:687 -> Serial, Testing, Round:7701
11:30:03:690 -> Serial, Testing, Round:7702
11:30:03:692 -> Serial, Testing, Round:7703
11:30:03:695 -> Serial, Testing, Round:7704
11:30:03:698 -> Serial, Testing, Round:7705
11:30:03:701 -> Serial, Testing, Round:7706
11:30:03:704 -> Serial, Testing, Round:7707
11:30:03:706 -> Serial, Testing, Round:7708
11:30:03:709 -> Serial, Testing, Round:7709
11:30:03:709 -> Serial, Testing, Round:7710
11:30:03:712 -> Serial, Testing, Round:7711
11:30:03:714 -> Serial, Testing, Round:7712
11:30:03:717 -> Serial, Testing, Round:7713
11:30:03:720 -> Serial, Testing, Round:7714
11:30:03:723 -> Serial, Testing, Round:7715
11:30:03:726 -> Serial, Testing, Round:7716
11:30:03:728 -> Serial, Testing, Round:7717
11:30:03:731 -> Serial, Testing, Round:7718
11:30:03:734 -> Serial, Testing, Round:7719
11:30:03:737 -> Serial, Testing, Round:7720
11:30:03:737 -> Serial, Testing, Round:7721
11:30:03:740 -> Serial, Testing, Round:7722
11:30:03:742 -> Serial, Testing, Round:7723
11:30:03:745 -> Serial, Testing, Round:7724
11:30:03:748 -> Serial, Testing, Round:7725
11:30:03:751 -> Serial, Testing, Round:7726
11:30:03:754 -> Serial, Testing, Round:7727
11:30:03:756 -> Serial, Testing, Round:7728
11:30:03:759 -> Serial, Testing, Round:7729
11:30:03:762 -> Serial, Testing, Round:7730
11:30:03:764 -> Serial, Testing, Round:7731
11:30:03:764 -> Serial, Testing, Round:7732
11:30:03:767 -> Serial, Testing, Round:7733
11:30:03:770 -> Serial, Testing, Round:7734
11:30:03:773 -> Serial, Testing, Round:7735
11:30:03:776 -> Serial, Testing, Round:7736
11:30:03:778 -> Serial, Testing, Round:7737
11:30:03:782 -> Serial, Testing, Round:7738
11:30:03:784 -> Serial, Testing, Round:7739
11:30:03:787 -> Serial, Testing, Round:7740
11:30:03:789 -> Serial, Testing, Round:7741
11:30:03:789 -> Serial, Testing, Round:7742
11:30:03:792 -> Serial, Testing, Round:7743
11:30:03:795 -> Serial, Testing, Round:7744
11:30:03:798 -> Serial, Testing, Round:7745
11:30:03:801 -> Serial, Testing, Round:7746
11:30:03:804 -> Serial, Testing, Round:7747
11:30:03:806 -> Serial, Testing, Round:7748
11:30:03:809 -> Serial, Testing, Round:7749
11:30:03:812 -> Serial, Testing, Round:7750
11:30:03:814 -> Serial, Testing, Round:7751
11:30:03:817 -> Serial, Testing, Round:7752
11:30:03:817 -> Serial, Testing, Round:7753
11:30:03:820 -> Serial, Testing, Round:7754
11:30:03:823 -> Serial, Testing, Round:7755
11:30:03:826 -> Serial, Testing, Round:7756
11:30:03:829 -> Serial, Testing, Round:7757
11:30:03:831 -> Serial, Testing, Round:7758
11:30:03:834 -> Serial, Testing, Round:7759
11:30:03:837 -> Serial, Testing, Round:7760
11:30:03:840 -> Serial, Testing, Round:7761
11:30:03:842 -> Serial, Testing, Round:7762
11:30:03:845 -> Serial, Testing, Round:7763
11:30:03:845 -> Serial, Testing, Round:7764
11:30:03:848 -> Serial, Testing, Round:7765
11:30:03:851 -> Serial, Testing, Round:7766
11:30:03:854 -> Serial, Testing, Round:7767
11:30:03:856 -> Serial, Testing, Round:7768
11:30:03:859 -> Serial, Testing, Round:7769
11:30:03:862 -> Serial, Testing, Round:7770
11:30:03:865 -> Serial, Testing, Round:7771
11:30:03:867 -> Serial, Testing, Round:7772
11:30:03:870 -> Serial, Testing, Round:7773
11:30:03:870 -> Serial, Testing, Round:7774
11:30:03:873 -> Serial, Testing, Round:7775
11:30:03:876 -> Serial, Testing, Round:7776
11:30:03:878 -> Serial, Testing, Round:7777
11:30:03:882 -> Serial, Testing, Round:7778
11:30:03:884 -> Serial, Testing, Round:7779
11:30:03:887 -> Serial, Testing, Round:7780
11:30:03:890 -> Serial, Testing, Round:7781
11:30:03:892 -> Serial, Testing, Round:7782
11:30:03:895 -> Serial, Testing, Round:7783
11:30:03:898 -> Serial, Testing, Round:7784
11:30:03:898 -> Serial, Testing, Round:7785
11:30:03:901 -> Serial, Testing, Round:7786
11:30:03:904 -> Serial, Testing, Round:7787
11:30:03:906 -> Serial, Testing, Round:7788
11:30:03:909 -> Serial, Testing, Round:7789
11:30:03:912 -> Serial, Testing, Round:7790
11:30:03:915 -> Serial, Testing, Round:7791
11:30:03:917 -> Serial, Testing, Round:7792
11:30:03:920 -> Serial, Testing, Round:7793
11:30:03:923 -> Serial, Testing, Round:7794
11:30:03:926 -> Serial, Testing, Round:7795
11:30:03:926 -> Serial, Testing, Round:7796
11:30:03:929 -> Serial, Testing, Round:7797
11:30:03:931 -> Serial, Testing, Round:7798
11:30:03:934 -> Serial, Testing, Round:7799
11:30:03:937 -> Serial, Testing, Round:7800
11:30:03:940 -> Serial, Testing, Round:7801
11:30:03:942 -> Serial, Testing, Round:7802
11:30:03:945 -> Serial, Testing, Round:7803
11:30:03:948 -> Serial, Testing, Round:7804
11:30:03:951 -> Serial, Testing, Round:7805
11:30:03:951 -> Serial, Testing, Round:7806
11:30:03:954 -> Serial, Testing, Round:7807
11:30:03:956 -> Serial, Testing, Round:7808
11:30:03:959 -> Serial, Testing, Round:7809
11:30:03:962 -> Serial, Testing, Round:7810
11:30:03:964 -> Serial, Testing, Round:7811
11:30:03:967 -> Serial, Testing, Round:7812
11:30:03:970 -> Serial, Testing, Round:7813
11:30:03:973 -> Serial, Testing, Round:7814
11:30:03:976 -> Serial, Testing, Round:7815
11:30:03:979 -> Serial, Testing, Round:7816
11:30:03:979 -> Serial, Testing, Round:7817
11:30:03:981 -> Serial, Testing, Round:7818
11:30:03:984 -> Serial, Testing, Round:7819
11:30:03:987 -> Serial, Testing, Round:7820
11:30:03:990 -> Serial, Testing, Round:7821
11:30:03:992 -> Serial, Testing, Round:7822
11:30:03:995 -> Serial, Testing, Round:7823
11:30:03:998 -> Serial, Testing, Round:7824
11:30:04:001 -> Serial, Testing, Round:7825
11:30:04:004 -> Serial, Testing, Round:7826
11:30:04:006 -> Serial, Testing, Round:7827
11:30:04:006 -> Serial, Testing, Round:7828
11:30:04:009 -> Serial, Testing, Round:7829
11:30:04:012 -> Serial, Testing, Round:7830
11:30:04:014 -> Serial, Testing, Round:7831
11:30:04:017 -> Serial, Testing, Round:7832
11:30:04:020 -> Serial, Testing, Round:7833
11:30:04:023 -> Serial, Testing, Round:7834
11:30:04:026 -> Serial, Testing, Round:7835
11:30:04:029 -> Serial, Testing, Round:7836
11:30:04:031 -> Serial, Testing, Round:7837
11:30:04:031 -> Serial, Testing, Round:7838
11:30:04:034 -> Serial, Testing, Round:7839
11:30:04:037 -> Serial, Testing, Round:7840
11:30:04:040 -> Serial, Testing, Round:7841
11:30:04:042 -> Serial, Testing, Round:7842
11:30:04:045 -> Serial, Testing, Round:7843
11:30:04:048 -> Serial, Testing, Round:7844
11:30:04:053 -> Serial, Testing, Round:7845
11:30:04:054 -> Serial, Testing, Round:7846
11:30:04:058 -> Serial, Testing, Round:7847
11:30:04:060 -> Serial, Testing, Round:7848
11:30:04:060 -> Serial, Testing, Round:7849
11:30:04:062 -> Serial, Testing, Round:7850
11:30:04:065 -> Serial, Testing, Round:7851
11:30:04:069 -> Serial, Testing, Round:7852
11:30:04:071 -> Serial, Testing, Round:7853
11:30:04:075 -> Serial, Testing, Round:7854
11:30:04:076 -> Serial, Testing, Round:7855
11:30:04:079 -> Serial, Testing, Round:7856
11:30:04:086 -> Serial, Testing, Round:7857
11:30:04:086 -> Serial, Testing, Round:7858
11:30:04:088 -> Serial, Testing, Round:7859
11:30:04:088 -> Serial, Testing, Round:7860
11:30:04:090 -> Serial, Testing, Round:7861
11:30:04:092 -> Serial, Testing, Round:7862
11:30:04:095 -> Serial, Testing, Round:7863
11:30:04:098 -> Serial, Testing, Round:7864
11:30:04:101 -> Serial, Testing, Round:7865
11:30:04:104 -> Serial, Testing, Round:7866
11:30:04:106 -> Serial, Testing, Round:7867
11:30:04:109 -> Serial, Testing, Round:7868
11:30:04:112 -> Serial, Testing, Round:7869
11:30:04:112 -> Serial, Testing, Round:7870
11:30:04:114 -> Serial, Testing, Round:7871
11:30:04:117 -> Serial, Testing, Round:7872
11:30:04:120 -> Serial, Testing, Round:7873
11:30:04:123 -> Serial, Testing, Round:7874
11:30:04:126 -> Serial, Testing, Round:7875
11:30:04:129 -> Serial, Testing, Round:7876
11:30:04:131 -> Serial, Testing, Round:7877
11:30:04:134 -> Serial, Testing, Round:7878
11:30:04:137 -> Serial, Testing, Round:7879
11:30:04:140 -> Serial, Testing, Round:7880
11:30:04:140 -> Serial, Testing, Round:7881
11:30:04:142 -> Serial, Testing, Round:7882
11:30:04:145 -> Serial, Testing, Round:7883
11:30:04:148 -> Serial, Testing, Round:7884
11:30:04:151 -> Serial, Testing, Round:7885
11:30:04:154 -> Serial, Testing, Round:7886
11:30:04:156 -> Serial, Testing, Round:7887
11:30:04:159 -> Serial, Testing, Round:7888
11:30:04:162 -> Serial, Testing, Round:7889
11:30:04:164 -> Serial, Testing, Round:7890
11:30:04:167 -> Serial, Testing, Round:7891
11:30:04:167 -> Serial, Testing, Round:7892
11:30:04:170 -> Serial, Testing, Round:7893
11:30:04:173 -> Serial, Testing, Round:7894
11:30:04:176 -> Serial, Testing, Round:7895
11:30:04:179 -> Serial, Testing, Round:7896
11:30:04:181 -> Serial, Testing, Round:7897
11:30:04:184 -> Serial, Testing, Round:7898
11:30:04:187 -> Serial, Testing, Round:7899
11:30:04:190 -> Serial, Testing, Round:7900
11:30:04:192 -> Serial, Testing, Round:7901
11:30:04:192 -> Serial, Testing, Round:7902
11:30:04:195 -> Serial, Testing, Round:7903
11:30:04:198 -> Serial, Testing, Round:7904
11:30:04:201 -> Serial, Testing, Round:7905
11:30:04:204 -> Serial, Testing, Round:7906
11:30:04:206 -> Serial, Testing, Round:7907
11:30:04:209 -> Serial, Testing, Round:7908
11:30:04:212 -> Serial, Testing, Round:7909
11:30:04:214 -> Serial, Testing, Round:7910
11:30:04:217 -> Serial, Testing, Round:7911
11:30:04:220 -> Serial, Testing, Round:7912
11:30:04:220 -> Serial, Testing, Round:7913
11:30:04:223 -> Serial, Testing, Round:7914
11:30:04:226 -> Serial, Testing, Round:7915
11:30:04:229 -> Serial, Testing, Round:7916
11:30:04:231 -> Serial, Testing, Round:7917
11:30:04:234 -> Serial, Testing, Round:7918
11:30:04:237 -> Serial, Testing, Round:7919
11:30:04:240 -> Serial, Testing, Round:7920
11:30:04:242 -> Serial, Testing, Round:7921
11:30:04:245 -> Serial, Testing, Round:7922
11:30:04:248 -> Serial, Testing, Round:7923
11:30:04:248 -> Serial, Testing, Round:7924
11:30:04:251 -> Serial, Testing, Round:7925
11:30:04:254 -> Serial, Testing, Round:7926
11:30:04:256 -> Serial, Testing, Round:7927
11:30:04:259 -> Serial, Testing, Round:7928
11:30:04:262 -> Serial, Testing, Round:7929
11:30:04:265 -> Serial, Testing, Round:7930
11:30:04:267 -> Serial, Testing, Round:7931
11:30:04:270 -> Serial, Testing, Round:7932
11:30:04:273 -> Serial, Testing, Round:7933
11:30:04:273 -> Serial, Testing, Round:7934
11:30:04:276 -> Serial, Testing, Round:7935
11:30:04:279 -> Serial, Testing, Round:7936
11:30:04:281 -> Serial, Testing, Round:7937
11:30:04:284 -> Serial, Testing, Round:7938
11:30:04:287 -> Serial, Testing, Round:7939
11:30:04:289 -> Serial, Testing, Round:7940
11:30:04:292 -> Serial, Testing, Round:7941
11:30:04:295 -> Serial, Testing, Round:7942
11:30:04:298 -> Serial, Testing, Round:7943
11:30:04:301 -> Serial, Testing, Round:7944
11:30:04:301 -> Serial, Testing, Round:7945
11:30:04:304 -> Serial, Testing, Round:7946
11:30:04:306 -> Serial, Testing, Round:7947
11:30:04:309 -> Serial, Testing, Round:7948
11:30:04:312 -> Serial, Testing, Round:7949
11:30:04:314 -> Serial, Testing, Round:7950
11:30:04:317 -> Serial, Testing, Round:7951
11:30:04:320 -> Serial, Testing, Round:7952
11:30:04:323 -> Serial, Testing, Round:7953
11:30:04:326 -> Serial, Testing, Round:7954
11:30:04:328 -> Serial, Testing, Round:7955
11:30:04:328 -> Serial, Testing, Round:7956
11:30:04:332 -> Serial, Testing, Round:7957
11:30:04:334 -> Serial, Testing, Round:7958
11:30:04:337 -> Serial, Testing, Round:7959
11:30:04:340 -> Serial, Testing, Round:7960
11:30:04:342 -> Serial, Testing, Round:7961
11:30:04:345 -> Serial, Testing, Round:7962
11:30:04:348 -> Serial, Testing, Round:7963
11:30:04:351 -> Serial, Testing, Round:7964
11:30:04:354 -> Serial, Testing, Round:7965
11:30:04:354 -> Serial, Testing, Round:7966
11:30:04:356 -> Serial, Testing, Round:7967
11:30:04:359 -> Serial, Testing, Round:7968
11:30:04:362 -> Serial, Testing, Round:7969
11:30:04:364 -> Serial, Testing, Round:7970
11:30:04:367 -> Serial, Testing, Round:7971
11:30:04:370 -> Serial, Testing, Round:7972
11:30:04:373 -> Serial, Testing, Round:7973
11:30:04:376 -> Serial, Testing, Round:7974
11:30:04:379 -> Serial, Testing, Round:7975
11:30:04:381 -> Serial, Testing, Round:7976
11:30:04:381 -> Serial, Testing, Round:7977
11:30:04:385 -> Serial, Testing, Round:7978
11:30:04:387 -> Serial, Testing, Round:7979
11:30:04:390 -> Serial, Testing, Round:7980
11:30:04:392 -> Serial, Testing, Round:7981
11:30:04:395 -> Serial, Testing, Round:7982
11:30:04:398 -> Serial, Testing, Round:7983
11:30:04:401 -> Serial, Testing, Round:7984
11:30:04:404 -> Serial, Testing, Round:7985
11:30:04:406 -> Serial, Testing, Round:7986
11:30:04:409 -> Serial, Testing, Round:7987
11:30:04:409 -> Serial, Testing, Round:7988
11:30:04:412 -> Serial, Testing, Round:7989
11:30:04:414 -> Serial, Testing, Round:7990
11:30:04:417 -> Serial, Testing, Round:7991
11:30:04:420 -> Serial, Testing, Round:7992
11:30:04:423 -> Serial, Testing, Round:7993
11:30:04:426 -> Serial, Testing, Round:7994
11:30:04:429 -> Serial, Testing, Round:7995
11:30:04:431 -> Serial, Testing, Round:7996
11:30:04:434 -> Serial, Testing, Round:7997
11:30:04:434 -> Serial, Testing, Round:7998
11:30:04:437 -> Serial, Testing, Round:7999
11:30:04:440 -> Serial, Testing, Round:8000
11:30:04:442 -> Serial, Testing, Round:8001
11:30:04:445 -> Serial, Testing, Round:8002
11:30:04:448 -> Serial, Testing, Round:8003
11:30:04:451 -> Serial, Testing, Round:8004
11:30:04:454 -> Serial, Testing, Round:8005
11:30:04:456 -> Serial, Testing, Round:8006
11:30:04:459 -> Serial, Testing, Round:8007
11:30:04:462 -> Serial, Testing, Round:8008
11:30:04:462 -> Serial, Testing, Round:8009
11:30:04:465 -> Serial, Testing, Round:8010
11:30:04:467 -> Serial, Testing, Round:8011
11:30:04:470 -> Serial, Testing, Round:8012
11:30:04:473 -> Serial, Testing, Round:8013
11:30:04:476 -> Serial, Testing, Round:8014
11:30:04:478 -> Serial, Testing, Round:8015
11:30:04:482 -> Serial, Testing, Round:8016
11:30:04:484 -> Serial, Testing, Round:8017
